date,buy_price,sell_price
2009-12-06,28000000,28150000
2009-12-07,27850000,27900000
2009-12-08,28000000,28060000
2009-12-09,27630000,27680000
2009-12-10,27320000,27370000
2009-12-11,27200000,27300000
2009-12-12,26750000,26900000
2009-12-13,26750000,26900000
2009-12-14,26840000,26920000
2009-12-15,26940000,27000000
2009-12-16,27050000,27130000
2009-12-17,27160000,27220000
2009-12-18,26800000,26860000
2009-12-19,27000000,27100000
2009-12-20,27000000,27100000
2009-12-21,26950000,27020000
2009-12-22,26610000,26680000
2009-12-23,26150000,26230000
2009-12-24,26430000,26500000
2009-12-25,26480000,26560000
2009-12-26,26550000,26600000
2009-12-27,26550000,26600000
2009-12-28,26800000,26880000
2009-12-29,26600000,26650000
2009-12-30,26410000,26480000
2009-12-31,26540000,26740000
2010-01-01,26540000,26740000
2010-01-02,26620000,26700000
2010-01-03,26620000,26700000
2010-01-04,26690000,26760000
2010-01-05,26880000,26960000
2010-01-06,26810000,26880000
2010-01-07,26910000,26980000
2010-01-08,26760000,26830000
2010-01-09,26850000,26930000
2010-01-10,26850000,26930000
2010-01-11,27120000,27180000
2010-01-12,27140000,27190000
2010-01-13,26870000,26930000
2010-01-14,26870000,26930000
2010-01-15,26820000,26880000
2010-01-16,26780000,26840000
2010-01-17,26780000,26840000
2010-01-18,26800000,26860000
2010-01-19,26810000,26870000
2010-01-20,26760000,26820000
2010-01-21,26540000,26600000
2010-01-22,26330000,26380000
2010-01-23,26360000,26420000
2010-01-24,26360000,26420000
2010-01-25,26450000,26500000
2010-01-26,26400000,26450000
2010-01-27,26390000,26440000
2010-01-28,26440000,26500000
2010-01-29,26380000,26430000
2010-01-30,26370000,26420000
2010-01-31,26370000,26420000
2010-02-01,26320000,26380000
2010-02-02,26390000,26450000
2010-02-03,26480000,26540000
2010-02-04,26370000,26430000
2010-02-05,24900000,25000000
2010-02-06,25200000,25300000
2010-02-07,25200000,25300000
2010-02-08,25080000,25180000
2010-02-09,25160000,25260000
2010-02-10,25660000,25760000
2010-02-11,26150000,26250000
2010-02-12,26320000,26420000
2010-02-13,26320000,26420000
2010-02-14,26320000,26420000
2010-02-15,26320000,26420000
2010-02-16,26320000,26420000
2010-02-17,26320000,26420000
2010-02-18,26550000,26650000
2010-02-19,26500000,26600000
2010-02-20,26650000,26750000
2010-02-21,26650000,26750000
2010-02-22,26600000,26680000
2010-02-23,26550000,26620000
2010-02-24,26380000,26450000
2010-02-25,26260000,26320000
2010-02-26,26410000,26470000
2010-02-27,26540000,26600000
2010-02-28,26540000,26600000
2010-03-01,26550000,26610000
2010-03-02,26520000,26580000
2010-03-03,26640000,26690000
2010-03-04,26700000,26760000
2010-03-05,26720000,26780000
2010-03-06,26720000,26780000
2010-03-07,26720000,26780000
2010-03-08,26770000,26820000
2010-03-09,26640000,26690000
2010-03-10,26620000,26670000
2010-03-11,26370000,26430000
2010-03-12,26500000,26570000
2010-03-13,26370000,26450000
2010-03-14,26370000,26450000
2010-03-15,26390000,26450000
2010-03-16,26430000,26490000
2010-03-17,26570000,26630000
2010-03-18,26450000,26510000
2010-03-19,26460000,26510000
2010-03-20,26340000,26400000
2010-03-21,26340000,26400000
2010-03-22,26340000,26400000
2010-03-23,26260000,26320000
2010-03-24,26050000,26100000
2010-03-25,25900000,25960000
2010-03-26,26100000,26170000
2010-03-27,26240000,26300000
2010-03-28,26240000,26300000
2010-03-29,26200000,26250000
2010-03-30,26190000,26240000
2010-03-31,26080000,26130000
2010-04-01,26070000,26130000
2010-04-02,26100000,26150000
2010-04-03,26100000,26160000
2010-04-04,26100000,26160000
2010-04-05,26120000,26170000
2010-04-06,26030000,26090000
2010-04-07,26090000,26150000
2010-04-08,26300000,26360000
2010-04-09,26470000,26530000
2010-04-10,26510000,26570000
2010-04-11,26510000,26570000
2010-04-12,26600000,26670000
2010-04-13,26350000,26420000
2010-04-14,26430000,26490000
2010-04-15,26410000,26470000
2010-04-16,26420000,26480000
2010-04-17,26270000,26330000
2010-04-18,26270000,26330000
2010-04-19,26150000,26210000
2010-04-20,26270000,26330000
2010-04-21,26300000,26360000
2010-04-22,26290000,26350000
2010-04-23,26250000,26310000
2010-04-24,26380000,26450000
2010-04-25,26380000,26450000
2010-04-26,26400000,26450000
2010-04-27,26350000,26410000
2010-04-28,26450000,26500000
2010-04-29,26500000,26560000
2010-04-30,26500000,26560000
2010-05-01,26500000,26560000
2010-05-02,26500000,26560000
2010-05-03,26500000,26560000
2010-05-04,26750000,26810000
2010-05-05,26640000,26690000
2010-05-06,26720000,26780000
2010-05-07,27230000,27300000
2010-05-08,27300000,27400000
2010-05-09,27300000,27400000
2010-05-10,27150000,27210000
2010-05-11,27470000,27540000
2010-05-12,28100000,28200000
2010-05-13,28070000,28170000
2010-05-14,28150000,28220000
2010-05-15,28050000,28150000
2010-05-16,28050000,28150000
2010-05-17,28110000,28170000
2010-05-18,27860000,27930000
2010-05-19,27700000,27770000
2010-05-20,27430000,27490000
2010-05-21,27350000,27430000
2010-05-22,27300000,27370000
2010-05-23,27300000,27370000
2010-05-24,27420000,27480000
2010-05-25,27530000,27600000
2010-05-26,27900000,27970000
2010-05-27,27760000,27820000
2010-05-28,27670000,27730000
2010-05-29,27680000,27740000
2010-05-30,27680000,27740000
2010-05-31,27660000,27720000
2010-06-01,27820000,27880000
2010-06-02,27820000,27880000
2010-06-03,27790000,27850000
2010-06-04,27630000,27690000
2010-06-05,27750000,27820000
2010-06-06,27750000,27820000
2010-06-07,27710000,27770000
2010-06-08,28250000,28350000
2010-06-09,28110000,28170000
2010-06-10,27900000,27970000
2010-06-11,27880000,27930000
2010-06-12,27950000,28010000
2010-06-13,27950000,28010000
2010-06-14,28030000,28090000
2010-06-15,27930000,27990000
2010-06-16,28100000,28160000
2010-06-17,28070000,28130000
2010-06-18,28270000,28330000
2010-06-19,28450000,28520000
2010-06-20,28450000,28520000
2010-06-21,28600000,28670000
2010-06-22,28260000,28320000
2010-06-23,28390000,28450000
2010-06-24,28350000,28400000
2010-06-25,28470000,28530000
2010-06-26,28600000,28660000
2010-06-27,28600000,28660000
2010-06-28,28630000,28680000
2010-06-29,28440000,28500000
2010-06-30,28550000,28600000
2010-07-01,28530000,28580000
2010-07-02,28290000,28360000
2010-07-03,28300000,28350000
2010-07-04,28300000,28350000
2010-07-05,28280000,28340000
2010-07-06,28300000,28350000
2010-07-07,28120000,28180000
2010-07-08,28240000,28290000
2010-07-09,28170000,28220000
2010-07-10,28270000,28330000
2010-07-11,28270000,28330000
2010-07-12,28180000,28240000
2010-07-13,28190000,28250000
2010-07-14,28200000,28260000
2010-07-15,28210000,28260000
2010-07-16,28160000,28220000
2010-07-17,28060000,28130000
2010-07-18,28060000,28130000
2010-07-19,28060000,28110000
2010-07-20,27920000,27980000
2010-07-21,27990000,28040000
2010-07-22,27960000,28010000
2010-07-23,28060000,28110000
2010-07-24,27980000,28040000
2010-07-25,27980000,28040000
2010-07-26,27980000,28030000
2010-07-27,27930000,27990000
2010-07-28,27670000,27720000
2010-07-29,27630000,27680000
2010-07-30,27630000,27680000
2010-07-31,27710000,27770000
2010-08-01,27710000,27770000
2010-08-02,27730000,27780000
2010-08-03,27740000,27790000
2010-08-04,27920000,27970000
2010-08-05,27980000,28020000
2010-08-06,27990000,28030000
2010-08-07,28100000,28150000
2010-08-08,28100000,28150000
2010-08-09,28130000,28170000
2010-08-10,28050000,28080000
2010-08-11,28020000,28060000
2010-08-12,28000000,28040000
2010-08-13,28150000,28190000
2010-08-14,28130000,28170000
2010-08-15,28130000,28170000
2010-08-16,28250000,28290000
2010-08-17,28420000,28460000
2010-08-18,28520000,28560000
2010-08-19,28730000,28770000
2010-08-20,28780000,28820000
2010-08-21,28700000,28750000
2010-08-22,28700000,28750000
2010-08-23,28720000,28760000
2010-08-24,28560000,28600000
2010-08-25,28870000,28910000
2010-08-26,28990000,29030000
2010-08-27,28920000,28960000
2010-08-28,28940000,28980000
2010-08-29,28940000,28980000
2010-08-30,28920000,28960000
2010-08-31,28910000,28950000
2010-09-01,29200000,29240000
2010-09-02,29150000,29190000
2010-09-03,29250000,29300000
2010-09-04,29200000,29240000
2010-09-05,29200000,29240000
2010-09-06,29220000,29260000
2010-09-07,29210000,29250000
2010-09-08,29450000,29490000
2010-09-09,29370000,29410000
2010-09-10,29260000,29300000
2010-09-11,29250000,29290000
2010-09-12,29250000,29290000
2010-09-13,29230000,29270000
2010-09-14,29330000,29370000
2010-09-15,29720000,29760000
2010-09-16,29700000,29740000
2010-09-17,29960000,30000000
2010-09-18,29860000,29900000
2010-09-19,29860000,29900000
2010-09-20,30000000,30040000
2010-09-21,30040000,30080000
2010-09-22,30250000,30290000
2010-09-23,30290000,30330000
2010-09-24,30420000,30460000
2010-09-25,30420000,30460000
2010-09-26,30420000,30460000
2010-09-27,30680000,30720000
2010-09-28,30570000,30610000
2010-09-29,31150000,31200000
2010-09-30,31210000,31250000
2010-10-01,31280000,31340000
2010-10-02,31430000,31480000
2010-10-03,31430000,31480000
2010-10-04,31540000,31580000
2010-10-05,31700000,31750000
2010-10-06,32700000,32800000
2010-10-07,32770000,32830000
2010-10-08,32000000,32100000
2010-10-09,32320000,32420000
2010-10-10,32320000,32420000
2010-10-11,32500000,32570000
2010-10-12,32430000,32490000
2010-10-13,32660000,32720000
2010-10-14,33080000,33140000
2010-10-15,33150000,33210000
2010-10-16,33100000,33150000
2010-10-17,33100000,33150000
2010-10-18,33090000,33150000
2010-10-19,33300000,33360000
2010-10-20,32920000,32970000
2010-10-21,33050000,33100000
2010-10-22,32670000,32740000
2010-10-23,32770000,32830000
2010-10-24,32770000,32830000
2010-10-25,32910000,32960000
2010-10-26,32840000,32890000
2010-10-27,32830000,32880000
2010-10-28,32800000,32850000
2010-10-29,32980000,33030000
2010-10-30,33350000,33400000
2010-10-31,33350000,33400000
2010-11-01,33500000,33550000
2010-11-02,33670000,33730000
2010-11-03,33750000,33800000
2010-11-04,34080000,34180000
2010-11-05,34750000,34900000
2010-11-06,35100000,35200000
2010-11-07,35100000,35200000
2010-11-08,35660000,35750000
2010-11-09,36500000,36700000
2010-11-10,36400000,36550000
2010-11-11,36150000,36300000
2010-11-12,35750000,35850000
2010-11-13,34900000,35100000
2010-11-14,34900000,35100000
2010-11-15,34920000,35000000
2010-11-16,34890000,34940000
2010-11-17,34370000,34440000
2010-11-18,35450000,35550000
2010-11-19,35550000,35650000
2010-11-20,35450000,35550000
2010-11-21,35450000,35550000
2010-11-22,35650000,35710000
2010-11-23,35620000,35670000
2010-11-24,35850000,35950000
2010-11-25,35730000,35780000
2010-11-26,35700000,35770000
2010-11-27,35670000,35710000
2010-11-28,35670000,35710000
2010-11-29,35730000,35780000
2010-11-30,35880000,35950000
2010-12-01,36250000,36330000
2010-12-02,36200000,36270000
2010-12-03,36100000,36160000
2010-12-04,36400000,36500000
2010-12-05,36400000,36500000
2010-12-06,36510000,36580000
2010-12-07,36500000,36570000
2010-12-08,35840000,35920000
2010-12-09,35730000,35790000
2010-12-10,35800000,35860000
2010-12-11,35770000,35840000
2010-12-12,35770000,35840000
2010-12-13,36020000,36100000
2010-12-14,36160000,36220000
2010-12-15,35860000,35940000
2010-12-16,35860000,35920000
2010-12-17,35750000,35800000
2010-12-18,35820000,35900000
2010-12-19,35820000,35900000
2010-12-20,35830000,35900000
2010-12-21,35770000,35840000
2010-12-22,35790000,35850000
2010-12-23,35750000,35810000
2010-12-24,35750000,35810000
2010-12-25,35780000,35850000
2010-12-26,35780000,35850000
2010-12-27,35750000,35810000
2010-12-28,35830000,35900000
2010-12-29,35960000,36020000
2010-12-30,36040000,36100000
2010-12-31,35900000,36000000
2011-01-01,35900000,36000000
2011-01-02,35900000,36000000
2011-01-03,35900000,36000000
2011-01-04,36080000,36140000
2011-01-05,35790000,35860000
2011-01-06,35760000,35830000
2011-01-07,35400000,35450000
2011-01-08,35400000,35450000
2011-01-09,35400000,35450000
2011-01-10,35650000,35710000
2011-01-11,35730000,35790000
2011-01-12,35780000,35840000
2011-01-13,35700000,35760000
2011-01-14,35570000,35630000
2011-01-15,35530000,35600000
2011-01-16,35530000,35600000
2011-01-17,35480000,35550000
2011-01-18,35570000,35640000
2011-01-19,35600000,35660000
2011-01-20,35500000,35560000
2011-01-21,35200000,35260000
2011-01-22,35200000,35260000
2011-01-23,35200000,35260000
2011-01-24,35310000,35370000
2011-01-25,35030000,35090000
2011-01-26,35110000,35180000
2011-01-27,35260000,35320000
2011-01-28,35070000,35140000
2011-01-29,35340000,35400000
2011-01-30,35450000,35540000
2011-01-31,35450000,35540000
2011-02-01,35450000,35540000
2011-02-02,35450000,35540000
2011-02-03,35450000,35540000
2011-02-04,35450000,35540000
2011-02-05,35450000,35540000
2011-02-06,35450000,35540000
2011-02-07,35450000,35540000
2011-02-08,35800000,35900000
2011-02-09,35870000,35930000
2011-02-10,35740000,35810000
2011-02-11,35900000,35960000
2011-02-12,35910000,35980000
2011-02-13,35910000,35980000
2011-02-14,36060000,36130000
2011-02-15,36350000,36430000
2011-02-16,36670000,36750000
2011-02-17,36880000,36950000
2011-02-18,37480000,37580000
2011-02-19,38000000,38200000
2011-02-20,38000000,38200000
2011-02-21,37780000,37850000
2011-02-22,37700000,37800000
2011-02-23,37550000,37610000
2011-02-24,37750000,37830000
2011-02-25,37600000,37680000
2011-02-26,37640000,37710000
2011-02-27,37640000,37710000
2011-02-28,37520000,37590000
2011-03-01,37300000,37380000
2011-03-02,37600000,37700000
2011-03-03,37670000,37750000
2011-03-04,37560000,37640000
2011-03-05,37660000,37740000
2011-03-06,37660000,37740000
2011-03-07,37650000,37730000
2011-03-08,37570000,37630000
2011-03-09,37470000,37550000
2011-03-10,37370000,37450000
2011-03-11,36850000,36950000
2011-03-12,36950000,37050000
2011-03-13,36950000,37050000
2011-03-14,37220000,37300000
2011-03-15,37050000,37150000
2011-03-16,36880000,36950000
2011-03-17,36900000,36980000
2011-03-18,37080000,37150000
2011-03-19,37070000,37140000
2011-03-20,37070000,37140000
2011-03-21,37120000,37190000
2011-03-22,37050000,37120000
2011-03-23,36970000,37050000
2011-03-24,36970000,37040000
2011-03-25,36920000,36990000
2011-03-26,36920000,36990000
2011-03-27,36920000,36990000
2011-03-28,36680000,36730000
2011-03-29,36450000,36510000
2011-03-30,36550000,36620000
2011-03-31,36850000,36930000
2011-04-01,36910000,36980000
2011-04-02,36820000,36890000
2011-04-03,36820000,36890000
2011-04-04,36690000,36760000
2011-04-05,36640000,36710000
2011-04-06,36850000,36920000
2011-04-07,36860000,36940000
2011-04-08,37120000,37200000
2011-04-09,37250000,37330000
2011-04-10,37250000,37330000
2011-04-11,37250000,37330000
2011-04-12,37250000,37330000
2011-04-13,36970000,37050000
2011-04-14,36980000,37050000
2011-04-15,37120000,37190000
2011-04-16,37220000,37300000
2011-04-17,37220000,37300000
2011-04-18,37190000,37260000
2011-04-19,37300000,37370000
2011-04-20,37500000,37560000
2011-04-21,37610000,37680000
2011-04-22,37520000,37580000
2011-04-23,37500000,37570000
2011-04-24,37500000,37570000
2011-04-25,37570000,37630000
2011-04-26,37420000,37480000
2011-04-27,37410000,37480000
2011-04-28,37570000,37640000
2011-04-29,37720000,37790000
2011-04-30,37720000,37790000
2011-05-01,37720000,37790000
2011-05-02,37720000,37790000
2011-05-03,37720000,37790000
2011-05-04,37910000,37980000
2011-05-05,37650000,37730000
2011-05-06,37300000,37380000
2011-05-07,37430000,37500000
2011-05-08,37430000,37500000
2011-05-09,37550000,37630000
2011-05-10,37560000,37640000
2011-05-11,37600000,37670000
2011-05-12,37300000,37370000
2011-05-13,37450000,37520000
2011-05-14,37370000,37450000
2011-05-15,37370000,37450000
2011-05-16,37310000,37380000
2011-05-17,37340000,37410000
2011-05-18,37320000,37390000
2011-05-19,37310000,37370000
2011-05-20,37350000,37430000
2011-05-21,37440000,37510000
2011-05-22,37440000,37510000
2011-05-23,37400000,37470000
2011-05-24,37490000,37550000
2011-05-25,37610000,37670000
2011-05-26,37530000,37600000
2011-05-27,37540000,37610000
2011-05-28,37640000,37710000
2011-05-29,37640000,37710000
2011-05-30,37690000,37760000
2011-05-31,37800000,37870000
2011-06-01,37680000,37750000
2011-06-02,37810000,37880000
2011-06-03,37710000,37780000
2011-06-04,37790000,37860000
2011-06-05,37790000,37860000
2011-06-06,37960000,38020000
2011-06-07,38000000,38070000
2011-06-08,37860000,37930000
2011-06-09,37810000,37880000
2011-06-10,37950000,38010000
2011-06-11,37820000,37870000
2011-06-12,37820000,37870000
2011-06-13,37730000,37810000
2011-06-14,37680000,37740000
2011-06-15,37690000,37750000
2011-06-16,37780000,37840000
2011-06-17,37850000,37910000
2011-06-18,38020000,38080000
2011-06-19,38020000,38080000
2011-06-20,38030000,38090000
2011-06-21,38070000,38130000
2011-06-22,38100000,38160000
2011-06-23,38050000,38120000
2011-06-24,37820000,37890000
2011-06-25,37610000,37690000
2011-06-26,37610000,37690000
2011-06-27,37660000,37730000
2011-06-28,37630000,37690000
2011-06-29,37730000,37790000
2011-06-30,37750000,37810000
2011-07-01,37570000,37650000
2011-07-02,37580000,37640000
2011-07-03,37580000,37640000
2011-07-04,37560000,37620000
2011-07-05,37540000,37600000
2011-07-06,37680000,37740000
2011-07-07,37780000,37840000
2011-07-08,37760000,37820000
2011-07-09,37920000,37980000
2011-07-10,37920000,37980000
2011-07-11,38020000,38080000
2011-07-12,38080000,38150000
2011-07-13,38580000,38650000
2011-07-14,38960000,39030000
2011-07-15,38850000,38920000
2011-07-16,39040000,39100000
2011-07-17,39040000,39100000
2011-07-18,39360000,39420000
2011-07-19,39570000,39640000
2011-07-20,39200000,39270000
2011-07-21,39460000,39530000
2011-07-22,39260000,39320000
2011-07-23,39420000,39490000
2011-07-24,39420000,39490000
2011-07-25,39840000,39900000
2011-07-26,39750000,39810000
2011-07-27,39980000,40050000
2011-07-28,39910000,39970000
2011-07-29,39940000,40000000
2011-07-30,40060000,40160000
2011-07-31,40060000,40160000
2011-08-01,39860000,39920000
2011-08-02,40070000,40130000
2011-08-03,41100000,41200000
2011-08-04,41270000,41350000
2011-08-05,41430000,41500000
2011-08-06,41700000,41800000
2011-08-07,41700000,41800000
2011-08-08,43600000,44100000
2011-08-09,45000000,45600000
2011-08-10,43900000,44400000
2011-08-11,45000000,45500000
2011-08-12,44500000,44750000
2011-08-13,44250000,44550000
2011-08-14,44250000,44550000
2011-08-15,44000000,44150000
2011-08-16,44800000,45000000
2011-08-17,45300000,45500000
2011-08-18,45350000,45550000
2011-08-19,47000000,47250000
2011-08-20,46800000,47150000
2011-08-21,46800000,47150000
2011-08-22,48150000,48350000
2011-08-23,48150000,48450000
2011-08-24,47250000,47450000
2011-08-25,44400000,44800000
2011-08-26,46450000,46950000
2011-08-27,47500000,47800000
2011-08-28,47500000,47800000
2011-08-29,46650000,46950000
2011-08-30,45900000,46200000
2011-08-31,46630000,46930000
2011-09-01,46350000,46650000
2011-09-02,46350000,46650000
2011-09-03,47800000,48100000
2011-09-04,47800000,48100000
2011-09-05,47700000,47900000
2011-09-06,47600000,47900000
2011-09-07,46930000,47230000
2011-09-08,46850000,47150000
2011-09-09,47450000,47650000
2011-09-10,47300000,47500000
2011-09-11,47300000,47500000
2011-09-12,47250000,47450000
2011-09-13,46920000,47120000
2011-09-14,47100000,47300000
2011-09-15,47000000,47200000
2011-09-16,46450000,46650000
2011-09-17,47050000,47250000
2011-09-18,47050000,47250000
2011-09-19,46750000,47050000
2011-09-20,46800000,46950000
2011-09-21,47020000,47100000
2011-09-22,46650000,46800000
2011-09-23,46450000,46650000
2011-09-24,45350000,45750000
2011-09-25,45350000,45750000
2011-09-26,44800000,45500000
2011-09-27,45250000,45650000
2011-09-28,44300000,44700000
2011-09-29,43900000,44200000
2011-09-30,44000000,44200000
2011-10-01,44050000,44250000
2011-10-02,44050000,44250000
2011-10-03,44380000,44530000
2011-10-04,45000000,45200000
2011-10-05,44150000,44350000
2011-10-06,43650000,44050000
2011-10-07,43050000,43450000
2011-10-08,43000000,43400000
2011-10-09,43000000,43400000
2011-10-10,42890000,43290000
2011-10-11,43400000,43700000
2011-10-12,43800000,44100000
2011-10-13,43850000,44150000
2011-10-14,43950000,44150000
2011-10-15,44050000,44250000
2011-10-16,44050000,44250000
2011-10-17,44200000,44400000
2011-10-18,43700000,43900000
2011-10-19,43300000,43500000
2011-10-20,42800000,43100000
2011-10-21,43200000,43500000
2011-10-22,43800000,44050000
2011-10-23,43800000,44050000
2011-10-24,43800000,44100000
2011-10-25,43800000,44050000
2011-10-26,44600000,44900000
2011-10-27,44650000,44900000
2011-10-28,44950000,45250000
2011-10-29,45000000,45300000
2011-10-30,45000000,45300000
2011-10-31,44550000,44850000
2011-11-01,44650000,44850000
2011-11-02,45000000,45200000
2011-11-03,44950000,45200000
2011-11-04,45400000,45700000
2011-11-05,45300000,45600000
2011-11-06,45300000,45600000
2011-11-07,45600000,45850000
2011-11-08,46350000,46550000
2011-11-09,46350000,46550000
2011-11-10,46100000,46300000
2011-11-11,45950000,46150000
2011-11-12,46250000,46450000
2011-11-13,46250000,46450000
2011-11-14,46400000,46600000
2011-11-15,46100000,46300000
2011-11-16,46150000,46350000
2011-11-17,46080000,46280000
2011-11-18,45750000,45950000
2011-11-19,45750000,45950000
2011-11-20,45750000,45950000
2011-11-21,45550000,45750000
2011-11-22,44150000,44550000
2011-11-23,44450000,44750000
2011-11-24,44250000,44550000
2011-11-25,44250000,44450000
2011-11-26,44400000,44600000
2011-11-27,44400000,44600000
2011-11-28,44870000,45020000
2011-11-29,44700000,44850000
2011-11-30,44550000,44750000
2011-12-01,45150000,45350000
2011-12-02,45080000,45280000
2011-12-03,45070000,45270000
2011-12-04,45070000,45270000
2011-12-05,45050000,45200000
2011-12-06,44500000,44750000
2011-12-07,44760000,44960000
2011-12-08,44890000,45090000
2011-12-09,44570000,44820000
2011-12-10,44650000,44850000
2011-12-11,44650000,44850000
2011-12-12,44350000,44600000
2011-12-13,43900000,44150000
2011-12-14,43790000,44040000
2011-12-15,43000000,43400000
2011-12-16,43350000,43750000
2011-12-17,43600000,44000000
2011-12-18,43600000,44000000
2011-12-19,43350000,43750000
2011-12-20,43100000,43500000
2011-12-21,43150000,43550000
2011-12-22,43050000,43450000
2011-12-23,43150000,43550000
2011-12-24,43150000,43550000
2011-12-25,43150000,43550000
2011-12-26,43100000,43500000
2011-12-27,42900000,43300000
2011-12-28,42350000,42750000
2011-12-29,41620000,42120000
2011-12-30,40800000,41800000
2011-12-31,40800000,41800000
2012-01-01,40800000,41800000
2012-01-02,40800000,41800000
2012-01-03,43200000,43500000
2012-01-04,43300000,43600000
2012-01-05,43300000,43600000
2012-01-06,43200000,43500000
2012-01-07,43200000,43500000
2012-01-08,43200000,43500000
2012-01-09,43050000,43350000
2012-01-10,43000000,43300000
2012-01-11,43300000,43600000
2012-01-12,43550000,43850000
2012-01-13,43450000,43750000
2012-01-14,43400000,43700000
2012-01-15,43400000,43700000
2012-01-16,43200000,43500000
2012-01-17,43650000,43950000
2012-01-18,43550000,43850000
2012-01-19,43800000,44100000
2012-01-20,44250000,44550000
2012-01-21,44600000,44800000
2012-01-22,44600000,44800000
2012-01-23,44600000,44800000
2012-01-24,44600000,44800000
2012-01-25,44600000,44800000
2012-01-26,44600000,44800000
2012-01-27,44600000,44800000
2012-01-28,44600000,44800000
2012-01-29,44600000,44800000
2012-01-30,44700000,45000000
2012-01-31,45030000,45330000
2012-02-01,45100000,45400000
2012-02-02,45130000,45430000
2012-02-03,45100000,45400000
2012-02-04,44650000,44950000
2012-02-05,44650000,44950000
2012-02-06,44550000,44850000
2012-02-07,44700000,44900000
